psdtheta_1,psdalpha_1,psdbeta_1,psdtheta_2,psdalpha_2,psdbeta_2,psdtheta_3,psdalpha_3,psdbeta_3,psdtheta_4,psdalpha_4,psdbeta_4,psdtheta_5,psdalpha_5,psdbeta_5,psdtheta_6,psdalpha_6,psdbeta_6,psdtheta_7,psdalpha_7,psdbeta_7,psdtheta_8,psdalpha_8,psdbeta_8,psdtheta_9,psdalpha_9,psdbeta_9,psdtheta_10,psdalpha_10,psdbeta_10,psdtheta_11,psdalpha_11,psdbeta_11,psdtheta_12,psdalpha_12,psdbeta_12,psdtheta_13,psdalpha_13,psdbeta_13,psdtheta_14,psdalpha_14,psdbeta_14,Rate_Mean,RMSSD,MeanNN,SDNN,SDSD,CVNN,CVSD,MedianNN,MadNN,MCVNN,TINN,HTI,LF,HF,VHF,LFHF,LFn,HFn,LnHF,SD1,SD2,SD2SD1,CSI,CVI,CSI_Modified,SampEn,Cluster
-0.1376074726594759,-0.1372384365028397,-0.1169967156270169,-0.0806119656499463,-0.0811178554259053,-0.1087730656595907,-0.146682863755385,-0.1829290609801098,-0.2297714676791835,-0.2737788208613996,-0.2739623172967751,-0.3396066808994958,-0.35307229591202,-0.363767088525584,-0.3027404520009422,-0.0500147451689949,-0.0659060171577394,-0.0662766887691995,-0.2047069070314423,-0.2058915505085999,-0.1633820454177967,-0.2077219685910938,-0.2028377700817429,-0.2142846067339104,-0.2020897907327145,-0.2020938958295678,-0.2245483577143904,-0.2056720516595265,-0.2032747046369109,-0.1745703609570073,-0.2393323232721018,-0.2376043085441596,-0.1748142782786968,-0.2727963186534919,-0.2790337775842844,-0.2756212148826679,-0.2431771719237081,-0.2428288926827332,-0.2329581335081073,-0.2195885197597339,-0.2196927448860307,-0.2224784454270979,0.8245681457433521,-0.3177674564460818,-0.8339069031852381,-0.2457527689838342,-0.3193903754429766,-0.1438573597134108,-0.1868278686878682,-0.8319540903767787,-0.1296782588992075,-0.0313746148414302,-0.245665738772599,-0.6927183536959508,6.447027590585914,0.0686366455605669,-0.0178382549066743,1.9897872065548363,2.373567715734642,-0.8048670987546855,0.5659316106156972,-0.3193903754429766,-0.2429376272705621,-0.0922755235479696,-0.0922755235479696,-0.2279945889191342,-0.2425900506246604,-0.5913644228236998,1
-0.1391735798468682,-0.1386852184627636,-0.1175989555213763,-0.0962071791779785,-0.096337867740402,-0.110292889068247,-0.1190514125278937,-0.1041697230111034,-0.0911781792205012,-0.1326521899584914,-0.1318828510404278,-0.2750076164604345,-0.2187943418056341,-0.2222187814839694,-0.198975105535792,-0.2119300367147529,-0.2049369731261563,-0.1445345068484069,-0.1690871324478376,-0.1702862486592905,-0.2157259053124471,-0.1479275506689333,-0.1459040186231991,-0.1616710500241495,-0.1664898225212328,-0.1579889842110777,-0.1379333494655367,-0.1469886822993608,-0.1449023859925361,-0.1349612732398446,-0.1836065874058273,-0.1990856847847679,-0.2202491427723587,-0.1905186724148734,-0.1780082445561464,-0.1676821165138891,-0.197810005506266,-0.2035976573096469,-0.2096756317951199,-0.2000443673223751,-0.200145536233104,-0.2069110063480023,-1.553361452239301,1.653259012286518,1.6063993226622462,0.447355159457435,1.6576755380818466,0.1915136055477747,1.427810265137092,1.747689103638322,0.1354672754091219,-0.0977911915364718,0.1530402345390963,-0.8899385878838826,-0.1395432842046714,0.2792097931440638,2.970371803414936,-0.308528995542768,-0.3104534722862612,-0.1177899674228274,0.9004244134349088,1.6576755380818466,0.3314459326489778,-0.7059397870232406,-0.7059397870232406,1.1676640371429836,-0.2767224824391949,0.4977386076293658,2
-0.1276896093523369,-0.1275385294632894,-0.1104195617072358,-0.1012030414552227,-0.101259039692132,-0.0983809038417938,-0.1057648962415363,-0.1056988379985057,0.0422090142525054,-0.1625924910875282,-0.1622183893339316,0.0253835079405645,-0.2566132668790994,-0.2621805884659121,0.0075548452210473,-0.1564368425901966,-0.1523126165590244,-0.0576595372692788,-0.1772237690867189,-0.1784606663135681,-0.1386748232432141,-0.1731267921729102,-0.1699282672558019,-0.1013389847595113,-0.1404794441911574,-0.1083241210586943,0.0140334592490678,-0.164301814954983,-0.1621613846537805,-0.0843640713093746,-0.1670936762692408,-0.1668285833072269,-0.0871273271290141,0.0236066999277928,0.0236909016920899,0.0188269421598482,-0.2102560345565088,-0.2097778445144142,-0.1652216154251298,-0.1501809777040716,-0.150376992368299,-0.0711932455713131,1.1012392194224256,-0.0758338253294055,-1.0779241519899418,0.1612211243070076,-0.0816408672477083,0.3105054783674278,0.1431480232327031,-0.8821937354788792,0.0812329602503385,0.1895617663491662,0.2260960417150176,0.2150067426394711,-0.3150149613258426,-0.0793861002714923,-0.294403381099164,-0.3257985917515272,-0.3560573678406777,-0.1697532565814551,0.3376488829318599,-0.0816408672477083,0.1423918859611621,0.1374032557679951,0.1374032557679951,0.2011580510954559,0.002242313595422,-0.5986815327901904,1
-0.1589718991940044,-0.1581229310987328,-0.1311114111632172,-0.1006736304549961,-0.1007390001658018,-0.0979637733040956,-0.0696293696958994,-0.0307752796894806,-0.0037931935462105,-0.1640882789573819,-0.1637051446405108,-0.0527542050512294,-0.3054915386949341,-0.3136521065286971,-0.2192970430998418,-0.1142289367683865,-0.1065834130298794,-0.0856924830290332,-0.1907724333202647,-0.1919810713614994,-0.1602364418231124,-0.1870847927290513,-0.1832041650220345,-0.164320016507806,-0.1815653012195809,-0.1811669484855077,-0.0957384971724377,-0.1857479330256941,-0.1834722477578202,-0.1562287380857053,-0.2077940884384908,-0.2067002242386582,-0.1242701232077429,-0.0786134768979009,-0.0783062261158314,-0.0788095456350765,-0.2310143151768611,-0.2306174673072526,-0.1950136266907019,-0.1935501936701191,-0.1936874766641918,-0.158883403230521,-0.5326821549683285,0.6612737904218384,0.4789184393429283,0.4063599382129505,0.6788269827644093,0.313141964456648,0.6429006083754453,0.6261302937895353,0.231883832879254,0.1285593535484218,0.5152578553809659,0.0168140966530411,-0.3950984927009133,-0.1924140624746917,0.1166125711934496,-0.3520903161525312,-0.4049264443497224,-0.025817204340511,0.1484372198703547,0.6788269827644093,0.3229552173420833,-0.2348277468018147,-0.2348277468018147,0.7451191505002478,-0.0783516527293345,-0.7537298323212824,1
-0.1104804103470798,-0.1107125052395152,-0.0990310002916091,-0.111505713073729,-0.1113372569407651,-0.0890508305752274,0.0496506329049782,0.0500123997173691,0.0549752840284349,-0.1200925678214871,-0.1195088595662861,0.0087257256515929,-0.0747648363871299,-0.0706719085009094,-0.1456351588079753,-0.0790996936927509,-0.0789088315124524,-0.0691362919507656,-0.1024216123626553,-0.1038055763101242,-0.1434383693350632,-0.1167118632351889,-0.1162673054459169,-0.1378696705007059,0.0645019560922292,0.0586199718370472,-0.0669511958173784,-0.0890661697636767,-0.0873951830078518,-0.0916815856430871,0.0076297354525407,0.0043302289490942,-0.0964442933487151,-0.0287102070324527,-0.0284547004372198,-0.0308011414375901,-0.1457324018988623,-0.1450068696002711,-0.1864697697203376,-0.016868088462008,-0.0172552848083668,-0.1169125649906872,1.7143515138033127,-0.943246157507768,-1.5631167308513123,-0.9183268381495652,-0.9395392353166272,-0.7564138760783903,-0.7985779385223312,-1.780521544215654,-0.6693628509369695,-0.4737270286615994,-1.4558988626086775,-0.4506882106395094,-0.378924472764421,0.807078712588825,-0.1791222726772031,-0.3797025864145517,-0.3910556985244382,3.5139237569401924,1.4726412984946888,-0.9395392353166272,-0.8596828238060465,-0.3365883876547869,-0.3365883876547869,-1.1836887935676703,-0.547361583554869,0.5207825670622175,0
-0.1261468153062093,-0.1260003272751647,-0.1092441336468889,-0.0550033646213376,-0.0370642960835928,0.2631933480257781,2.1547270450064664,2.1622189359946686,2.196225925186152,0.9186722440668532,1.2126585129580798,1.9627207536652844,0.4427318728225348,0.4759076057373796,0.4461704272863224,1.812368779281324,1.8333367655140853,1.1084425361136565,0.2991642879538306,0.2979548609033286,0.2847199135704433,0.1194790399382153,0.1090021996480203,0.0986779421566507,0.524706516736065,0.5402167175687645,0.6227228403958203,0.1192233853997696,0.1202120822662152,0.1115809834833668,0.6495627136714675,0.6348416194936418,0.5569281332224344,2.80550552698202,2.807603923317778,2.718896620391357,0.0079618175094123,0.0097498971648101,0.0181506959866634,0.2492004077303364,0.2493233425210182,0.2396412376324196,1.4086785658009702,-1.6609581114553098,-1.3446152656336312,-0.6300312364421236,-1.6596332842480257,-0.47661016989398,-1.6874142252640911,-1.5965290308214133,-1.1910379473416672,-1.0454662504455512,-0.4622303625941849,2.2002466129033973,-0.3069433489779279,-0.496234054322937,-0.2853331830200763,0.0265786744563945,0.1425224894695986,-0.5941585454494368,-0.8424902040435621,-1.6596332842480257,-0.5281015308544369,1.3692889596904725,1.3692889596904725,-1.3303321614751735,0.0750666438607338,0.4633208024166345,0
-0.1304715687451177,-0.1301892249380383,-0.1119031143652044,-0.1016543027261809,-0.1016797364862641,-0.0923172546159765,0.0389136735162277,0.0552313003276992,0.0372313215279351,-0.1050661014463383,-0.1041986767281206,-0.0916105528276748,-0.1829380896012684,-0.1844686484295457,-0.1771901482517509,-0.1069684270979805,-0.0981903717577983,-0.0899775775396388,-0.1448056670551751,-0.1460487450886108,-0.1761444093697116,-0.1387720533822932,-0.1372025511453452,-0.1470004625652192,-0.0390231693535881,-0.0509053785438082,-0.0915258466895897,-0.1270250592194026,-0.1250657683579473,-0.1223375980215664,-0.070932398344689,-0.0730040248300296,-0.143755613016807,0.1660480764659402,0.1881409965011485,0.1476786447865556,-0.1724410433906387,-0.1755610219260463,-0.1960862513335908,-0.0981879950735461,-0.0983809728263069,-0.1371663687584794,-0.2435981026861835,-1.1164510390179492,0.1917187005808667,0.0175182012268918,-1.11707169128056,-0.0199076707699723,-1.2448540101906442,0.4300150003251133,-1.1139306191486482,-1.1251234416000238,-0.2042711903020373,-0.5454038567034977,1.239002460393681,-0.4678721335129607,-0.2063817083037603,2.9567614168569984,1.0286334757248703,-1.2725408505194389,-0.7472621932747412,-1.11707169128056,0.1077718225979772,1.3940806287514866,1.3940806287514866,-0.4954187901255154,0.4815045350238517,-0.8063017068609198,1
-0.1216594061396655,-0.1216497583879082,-0.1266550538085732,-0.1364395574228622,-0.138271225092404,-0.1362157831451642,-0.3541543267349225,-0.3543543217086785,-0.3515550800430376,-0.4763083806309128,-0.4869904221101699,-0.4623198641707906,-0.388174358932458,-0.4067157715203884,-0.3442368338798514,-0.318495007088984,-0.3062692936663841,-0.2050622691706829,-0.2516843351592622,-0.2537331152692257,-0.2615528483941693,-0.2294403214096182,-0.2253662216412552,-0.2261502786032292,-0.2799172857883937,-0.2814466122592041,-0.2775062844911367,-0.2104195976442094,-0.2118712387966176,-0.1915478559862848,-0.3070248574457281,-0.3068845294884475,-0.2975733665837521,-0.3792337519000828,-0.3786218346230863,-0.3678853263516,-0.2564288216157029,-0.2561379503611921,-0.2518985460633743,-0.2389687252511497,-0.2416349382360381,-0.2474896445329199,1.7228585322989485,-1.0897002499257784,-1.6039557274336538,-0.4437562554994833,-1.0930471994769615,-0.2466211870963324,-0.9688581598831733,-2.388903793096481,0.0775327641779937,0.4228513919790879,-0.4638042025866511,2.494122215244155,-0.4485454753308205,-0.5257602619154432,-0.269252327417948,-0.3164038950792573,-0.4559345488288182,-1.1389922362067462,-1.1497183440582748,-1.0930471994769615,-0.3944671192437919,0.557558872638605,0.557558872638605,-0.8284869560457512,-0.0977389486804031,1.8030113962709948,0
-0.191232707872126,-0.189655724652743,-0.1551776160802775,-0.100949679858336,-0.1092090681562051,-0.1332189857385537,-0.3007019922096127,-0.3007440553836024,-0.2972939268225817,3.352931197782524,2.739817713119832,-0.151675907505479,1.3196864380927054,1.1016707626362157,-0.2050556889383092,-0.2970179644291634,-0.2897202962007307,-0.1960458526967112,0.8297272313492301,0.6509616340048263,-0.1652126219394944,0.5095351976556616,0.3641251514283001,-0.1671952630045124,1.1963975873162758,0.978135058393366,-0.1340536439411749,0.5259024503238469,0.4018219132081708,-0.1344515497134102,2.0399407699481547,1.6210196733323592,-0.1096544147769054,-0.3155944434677967,-0.3148507366870325,-0.3056532936691358,0.2599858728390355,0.1778237086108708,-0.2058052568809201,0.7844358413276065,0.6154275073919108,-0.1601483854849497,-0.1288868122701428,-0.9732072042188172,0.0992326956320352,-0.8501690433556446,-0.9684594839652384,-0.851277067464629,-1.0754687004898127,-0.3210033308880559,-1.3464737594439882,-1.2989667502114617,-1.1184369632555684,-0.7716689301221831,-0.3316677726679312,-0.2224815027494898,1.0393336984228114,-0.3090125831999835,-0.3120178671281524,-0.1210614469035065,0.0482167048492308,-0.9684594839652384,-0.7858494544189378,-0.197838792680178,-0.197838792680178,-1.0907104292143257,-0.485394138212572,0.27071855541687,0
-0.1157082653149625,-0.1062088557338087,-0.0919424192242868,-0.0879629330105318,-0.0844975286753479,-0.083436850309814,-0.181341275364274,-0.1702702674308637,-0.1600286645621982,-0.3889732751395611,-0.3897083653560755,-0.3506360622177366,-0.2906076168343117,-0.2896502422118105,-0.2267168072777062,-0.2140373353609781,-0.2069354440674538,-0.1457133749299144,-0.1921948388266075,-0.1893392038013834,-0.195342593166796,-0.1773095680083206,-0.1702550811533484,-0.1692439692795202,-0.141992966716708,-0.1407897112507185,-0.1242630914278982,0.6098781668112535,0.5993610412958679,0.1099268142898407,-0.1866194123357494,-0.177761891659235,-0.1760214828202727,-0.2222128114156899,-0.2115520606563255,-0.2011508470555544,-0.2140780127296035,-0.2136004032532774,-0.2089314983395335,-0.2368702799605301,-0.2369419279178848,-0.2408883718121883,0.784773804618297,0.0239789309081639,-0.7968786349137572,-0.0615196760497003,0.0338162083708797,0.0389201691534192,0.201104070052919,-0.7579191531586759,-1.3951455788583549,-1.3188933933597065,-0.3619959269461741,-0.4499892427423151,-0.4372244610426363,-0.4947890895190317,-0.3163462720386522,-0.31486889734925,-0.2778360528384592,0.2540811780126955,-1.3552675187980308,0.0338162083708797,-0.1088231319126686,-0.221776875891049,-0.221776875891049,0.0919973888656655,-0.2358030651366802,-1.1494510580646573,1
